"ENTREZID","SYMBOL"
"28424","IGHV3-48"
"56882","CDC42SE1"
"1847","DUSP5"
"129080","EMID1"
"246329","STAC3"
"2591","GALNT3"
"4999","ORC2"
"4121","MAN1A1"
"92667","MGME1"
"5778","PTPN7"
"1213","CLTC"
"221476","PI16"
"23097","CDK19"
"3080","CFHR2"
"79814","AGMAT"
"340168","DPPA5"
"55003","PAK1IP1"
"11133","KPTN"
"1409","CRYAA"
"51750","RTEL1"
"439915","KRTAP5-5"
"51686","OAZ3"
"6777","STAT5B"
"403282","OR6C65"
"3823","KLRC3"
"1755","DMBT1"
"64417","TMEM267"
"10683","DLL3"
"100131863","RPS18P5"
"9276","COPB2"
"51635","DHRS7"
"57610","RANBP10"
"594855","CPLX3"
"339896","GADL1"
"390927","ZNF793"
"1479","CSTF3"
"4033","LRMP"
"340351","AGBL3"
"140850","DEFB127"
"80024","SLC8B1"
"388567","ZNF749"
"57540","DISP3"
"9771","RAPGEF5"
"1139","CHRNA7"
"389741","GLIDR"
"6357","CCL13"
"119180","LYZL2"
"113091","PTH2"
"23764","MAFF"
"5813","PURA"
"26046","LTN1"
"9388","LIPG"
"5493","PPL"
"79885","HDAC11"
"11174","ADAMTS6"
"911","CD1C"
"2332","FMR1"
"10993","SDS"
"146956","EME1"
"5920","RARRES3"
"7363","UGT2B4"
"219869","OR10G8"
"474384","F8A3"
"1056","CEL"
"4524","MTHFR"
"92552","ATXN3L"
"84073","MYCBPAP"
"49856","WRAP73"
"55829","SELENOS"
"57189","KIAA1147"
"84914","ZNF587"
"26103","LRIT1"
"5789","PTPRD"
"57863","CADM3"
"56113","PCDHGA2"
"27163","NAAA"
"10112","KIF20A"
"1314","COPA"
"80349","WDR61"
"4914","NTRK1"
"55321","TMEM74B"
"131566","DCBLD2"
"168002","DACT2"
"83590","TMUB1"
"7620","ZNF69"
"2208","FCER2"
"8560","DEGS1"
"6524","SLC5A2"
"197","AHSG"
"54996","MARC2"
"3250","HPR"
"57088","PLSCR4"
"79953","SYNDIG1"
"81025","GJA9"
"221785","ZSCAN25"
"51076","CUTC"
"388335","TMEM220"
"6451","SH3BGRL"
"2296","FOXC1"
"9313","MMP20"
"85358","SHANK3"
"2521","FUS"
"2944","GSTM1"
"10403","NDC80"
"57575","PCDH10"
"222698","NKAPL"
"4289","MKLN1"
"6582","SLC22A2"
"340252","ZNF680"
"142684","RAB40A"
"2289","FKBP5"
"119695","OR52R1"
"57864","SLC46A2"
"64708","COPS7B"
"3442","IFNA5"
"342357","ZKSCAN2"
"114883","OSBPL9"
"55192","DNAJC17"
"79230","ZNF557"
"652991","SKOR2"
"9084","VCY"
"9049","AIP"
"26750","RPS6KC1"
"56927","GPR108"
"143684","FAM76B"
"5916","RARG"
"1075","CTSC"
"94233","OPN4"
"5502","PPP1R1A"
"286362","OR13C9"
"29950","SERTAD1"
"55929","DMAP1"
"27248","ERLEC1"
"23753","SDF2L1"
"145741","C2CD4A"
"8358","HIST1H3B"
"55033","FKBP14"
"6222","RPS18"
"85477","SCIN"
"347736","NME9"
"1800","DPEP1"
"55287","TMEM40"
"4174","MCM5"
"80312","TET1"
"8499","PPFIA2"
"8837","CFLAR"
"100131827","ZNF717"
"84447","SYVN1"
"6037","RNASE3"
"221424","LRRC73"
"843","CASP10"
"5998","RGS3"
"339327","ZNF546"
"3355","HTR1F"
"1268","CNR1"
"57494","RIMKLB"
"22850","ADNP2"
"6168","RPL37A"
"283373","ANKRD52"
"252995","FNDC5"
"692227","SNORD104"
"1477","CSTF1"
"54149","C21orf91"
"127602","DNAH14"
"161502","CFAP161"
"83734","ATG10"
"140564","APOBEC3D"
"54754","NUTM2F"
"221092","HNRNPUL2"
"51507","RTFDC1"
"51449","PCYOX1"
"26112","CCDC69"
"10270","AKAP8"
"338661","TMEM225"
"84336","TMEM101"
"4297","KMT2A"
"1044","CDX1"
"10049","DNAJB6"
"10100","TSPAN2"
"375318","AQP12A"
"56964","WDR93"
"51124","IER3IP1"
"7706","TRIM25"
"122481","AK7"
"10661","KLF1"
"27284","SULT1B1"
"53904","MYO3A"
"27019","DNAI1"
"120775","OR2D3"
"5133","PDCD1"
"140730","RIMS4"
"6326","SCN2A"
"9525","VPS4B"
"283871","PGP"
"388325","SCIMP"
"116362","RBP7"
"6754","SSTR4"
"219982","OR5A1"
"167227","DCP2"
"3831","KLC1"
"25874","MPC2"
"84893","FBXO18"
"147007","TMEM199"
"7429","VIL1"
"9047","SH2D2A"
"2046","EPHA8"
"285598","ARL10"
"157680","VPS13B"
"55069","TMEM248"
"3223","HOXC6"
"246721","POLR2J2"
"490","ATP2B1"
"83696","TRAPPC9"
"80210","ARMC9"
"57580","PREX1"
"4553","TRNA"
"144715","RAD9B"
"10036","CHAF1A"
"100506581","C16orf95"
"55315","SLC29A3"
"9077","DIRAS3"
"4267","CD99"
"28988","DBNL"
"10262","SF3B4"
"4923","NTSR1"
"90634","N4BP2L1"
"9629","CLCA3P"
"8813","DPM1"
"79364","ZXDC"
"113201","CASC4"
"147804","TPM3P9"
"51285","RASL12"
"63915","BLOC1S5"
"794","CALB2"
"116","ADCYAP1"
"23140","ZZEF1"
"10717","AP4B1"
"161742","SPRED1"
"3205","HOXA9"
"23157","SEPT6"
"282890","ZNF311"
"113828","FAM83F"
"81033","KCNH6"
"6721","SREBF2"
"146547","PRSS36"
"64981","MRPL34"
"208","AKT2"
"400818","NBPF9"
"2584","GALK1"
"9415","FADS2"
"54578","UGT1A6"
"283571","PROX2"
"58477","SRPRB"
"8170","SLC14A2"
"4134","MAP4"
"11250","GPR45"
"11157","LSM6"
"2185","PTK2B"
"9720","CCDC144A"
"55213","RCBTB1"
"728609","SDHAP3"
"284085","KRT18P55"
"23559","WBP1"
"3120","HLA-DQB2"
"404636","FAM45A"
"29927","SEC61A1"
"3636","INPPL1"
"92","ACVR2A"
"57478","USP31"
"6689","SPIB"
"64411","ARAP3"
"83886","PRSS27"
"84545","MRPL43"
"10291","SF3A1"
"7802","DNALI1"
"3251","HPRT1"
"79776","ZFHX4"
"80895","ILKAP"
"8076","MFAP5"
"51170","HSD17B11"
"3035","HARS"
"171023","ASXL1"
"164592","CCDC116"
"8476","CDC42BPA"
"94120","SYTL3"
"81576","CCDC130"
"8987","STBD1"
"172","AFG3L1P"
"619208","FAM229B"
"124538","OR4D2"
"4831","NME2"
"57546","PDP2"
"10228","STX6"
"51451","LCMT1"
"55421","NCBP3"
"22881","ANKRD6"
"8663","EIF3C"
"6638","SNRPN"
"112770","GLMP"
"4023","LPL"
"2069","EREG"
"3098","HK1"
"89958","SAPCD2"
"1369","CPN1"
"7398","USP1"
"200185","KRTCAP2"
"25836","NIPBL"
"1232","CCR3"
"10050","SLC17A4"
"392391","OR5C1"
"94033","FTMT"
"57210","SLC45A4"
"8880","FUBP1"
"79906","MORN1"
"9133","CCNB2"
"26071","RTL8A"
"7755","ZNF205"
"116931","MED12L"
"54621","VSIG10"
"57016","AKR1B10"
"116442","RAB39B"
"201595","STT3B"
"55","ACPP"
"54726","OTUD4"
"91750","LIN52"
"256586","LYSMD2"
"342926","ZNF677"
"65986","ZBTB10"
"9334","B4GALT5"
"79174","CRELD2"
"26022","TMEM98"
"25894","PLEKHG4"
"10691","GMEB1"
"22801","ITGA11"
"7134","TNNC1"
"83666","PARP9"
"328","APEX1"
"8614","STC2"
"51143","DYNC1LI1"
"255119","C4orf22"
"1459","CSNK2A2"
"89797","NAV2"
"387914","SHISA2"
"81328","OR4A15"
"54807","ZNF586"
"127018","LYPLAL1"
"8907","AP1M1"
"113612","CYP2U1"
"1912","PHC2"
"6400","SEL1L"
"1284","COL4A2"
"80012","PHC3"
"64109","CRLF2"
"81099","OR4F17"
"9427","ECEL1"
"285782","CAGE1"
"80351","TNKS2"
"8724","SNX3"
"8446","DUSP11"
"9075","CLDN2"
"2902","GRIN1"
"390058","OR51B6"
"5899","RALB"
"2520","GAST"
"79027","ZNF655"
"3781","KCNN2"
"284312","ZSCAN1"
"64753","CCDC136"
"196403","DTX3"
"22846","VASH1"
"7542","ZFPL1"
"79651","RHBDF2"
"100124533","SCARNA27"
"4580","MTX1"
"51312","SLC25A37"
"646450","ARIH2OS"
"10226","PLIN3"
"1495","CTNNA1"
"6874","TAF4"
"402055","SRRD"
"5831","PYCR1"
"9258","MFHAS1"
"9364","RAB28"
"51412","ACTL6B"
"79858","NEK11"
"53371","NUP54"
"344657","LRRIQ4"
"5434","POLR2E"
"1289","COL5A1"
"51251","NT5C3A"
"56477","CCL28"
"7365","UGT2B10"
"969","CD69"
"400591","C17orf102"
"10077","TSPAN32"
"5033","P4HA1"
"10620","ARID3B"
"863","CBFA2T3"
"8701","DNAH11"
"27094","KCNMB3"
"646174","C16orf90"
"8434","RECK"
"93035","PKHD1L1"
"10105","PPIF"
"26231","LRRC29"
"58530","LY6G6D"
"23114","NFASC"
"219995","MS4A15"
"221017","CEP57L1P1"
"401","PHOX2A"
"3081","HGD"
"81793","TLR10"
"5116","PCNT"
"8607","RUVBL1"
"55270","NUDT15"
"153743","PPP1R2P3"
"9208","LRRFIP1"
"6330","SCN4B"
"6472","SHMT2"
"23413","NCS1"
"55238","SLC38A7"
"3174","HNF4G"
"197196","LINC00311"
"100271357","RPS15AP21"
"165721","DNAJB8"
"23324","MAN2B2"
"6920","TCEA3"
"7327","UBE2G2"
"24139","EML2"
"10519","CIB1"
"5987","TRIM27"
"118670","FAM24A"
"2209","FCGR1A"
"400451","FAM174B"
"788","SLC25A20"
"4242","MFNG"
"495","ATP4A"
"165186","TOGARAM2"
"9444","QKI"
"200810","ALG1L"
"401666","OR51A4"
"57132","CHMP1B"
"100132053","RPL30P8"
"337880","KRTAP11-1"
"219970","GLYATL2"
"154288","KHDC3L"
"83941","TM2D1"
"8989","TRPA1"
"51441","YTHDF2"
"2048","EPHB2"
"1583","CYP11A1"
"3090","HIC1"
"1489","CTF1"
"57414","RHBDD2"
"339302","CPLX4"
"10440","TIMM17A"
"167691","LCA5"
"4155","MBP"
"11279","KLF8"
"26245","OR2M4"
"51121","RPL26L1"
"284525","SLC9C2"
"7772","ZNF229"
"5506","PPP1R3A"
"3805","KIR2DL4"
"463","ZFHX3"
"402","ARL2"
"54815","GATAD2A"
"51366","UBR5"
"5522","PPP2R2C"
"57232","ZNF630"
"9877","ZC3H11A"
"83855","KLF16"
"2559","GABRA6"
"7443","VRK1"
"150771","ITPRIPL1"
"80320","SP6"
"2891","GRIA2"
"2245","FGD1"
"64431","ACTR6"
"26035","GLCE"
"23558","WBP2"
"122953","JDP2"
"27043","PELP1"
"11314","CD300A"
"57477","SHROOM4"
"667","DST"
"9648","GCC2"
"2644","GCHFR"
"3651","PDX1"
"22934","RPIA"
"1807","DPYS"
"26575","RGS17"
"64969","MRPS5"
"6886","TAL1"
"55760","DHX32"
"9209","LRRFIP2"
"161497","STRC"
"93185","IGSF8"
"87178","PNPT1"
"85376","RIMBP3"
"953","ENTPD1"
"374618","TEX9"
"10220","GDF11"
"60495","HPSE2"
"29989","OBP2B"
"337972","KRTAP19-5"
"10282","BET1"
"92140","MTDH"
"10906","TRAFD1"
"9375","TM9SF2"
"9329","GTF3C4"
"84256","FLYWCH1"
"5452","POU2F2"
"23704","KCNE4"
"114826","SMYD4"
"23359","FAM189A1"
"340547","VSIG1"
"2773","GNAI3"
"10560","SLC19A2"
"84889","SLC7A3"
"441381","LRRC24"
"825","CAPN3"
"9787","DLGAP5"
"153768","PRELID2"
"79747","ADGB"
"7083","TK1"
"146862","UNC45B"
"9890","PLPPR4"
"9640","ZNF592"
"9865","TRIL"
"7289","TULP3"
"84747","UNC119B"
"3300","DNAJB2"
"492","ATP2B3"
"7171","TPM4"
"7201","TRHR"
"79924","ADM2"
"441549","CDNF"
"1460","CSNK2B"
"10609","P3H4"
"6019","RLN2"
"388813","LOC388813"
"56660","KCNK12"
"51090","PLLP"
"4900","NRGN"
"124274","GPR139"
"79969","ATAT1"
"6698","SPRR1A"
"55284","UBE2W"
"56255","TMX4"
"81","ACTN4"
"25814","ATXN10"
"148103","ZNF599"
"1850","DUSP8"
"5728","PTEN"
"81691","REXO5"
"646962","HRCT1"
"285555","STPG2"
"55827","DCAF6"
"392197","USP17L7"
"8208","CHAF1B"
"29934","SNX12"
"127623","OR2B11"
"11249","NXPH2"
"10483","SEC23B"
"8710","SERPINB7"
"25796","PGLS"
"9333","TGM5"
"55505","NOP10"
"146845","CFAP52"
"24142","NAT6"
"10946","SF3A3"
"29117","BRD7"
"100885848","PTGES3L"
"6836","SURF4"
"199990","FAAP20"
"57523","NYNRIN"
"7781","SLC30A3"
"3700","ITIH4"
"8662","EIF3B"
"51264","MRPL27"
"51384","WNT16"
"80332","ADAM33"
"121601","ANO4"
"81849","ST6GALNAC5"
"8870","IER3"
"5787","PTPRB"
"57092","PCNP"
"374768","SPEM1"
"28974","C19orf53"
"9110","MTMR4"
"604","BCL6"
"84814","PLPP7"
"79726","WDR59"
"3763","KCNJ6"
"11269","DDX19B"
"5557","PRIM1"
"57053","CHRNA10"
"9825","SPATA2"
"7441","VPREB1"
"390445","OR5AU1"
"6926","TBX3"
"63036","CELA2A"
"57666","FBRSL1"
"1627","DBN1"
"147965","FAM98C"
"349149","GJC3"
"10608","MXD4"
"6634","SNRPD3"
"7178","TPT1"
"11094","CACFD1"
"8407","TAGLN2"
"79589","RNF128"
"8295","TRRAP"
"7104","TM4SF4"
"27189","IL17C"
"2784","GNB3"
"400941","LINC00487"
"83544","DNAL1"
"55871","CBWD1"
"94097","SFXN5"
"91646","TDRD12"
"10603","SH2B2"
"130502","TTC32"
"407006","MIR221"
"9310","ZNF235"
"10332","CLEC4M"
"51684","SUFU"
"11095","ADAMTS8"
"5313","PKLR"
"4922","NTS"
"1674","DES"
"54988","ACSM5"
"83985","SPNS1"
"3015","H2AFZ"
"386672","KRTAP10-4"
"10772","SRSF10"
"55508","SLC35E3"
"256309","CCDC110"
"51657","STYXL1"
"9340","GLP2R"
"27018","BEX3"
"8202","NCOA3"
"26260","FBXO25"
"23178","PASK"
"83539","CHST9"
"374354","NHLRC2"
"336","APOA2"
"163782","KANK4"
"55599","RNPC3"
"5179","PENK"
"5600","MAPK11"
"64374","SIL1"
"7014","TERF2"
"754","PTTG1IP"
"4975","OMP"
"9150","CTDP1"
"26235","FBXL4"
"27300","ZNF544"
"98","ACYP2"
"22905","EPN2"
"146923","RUNDC1"
"5496","PPM1G"
"55664","CDC37L1"
"79094","CHAC1"
"219484","OR5M8"
"91663","MYADM"
"64799","IQCH"
"285600","KIAA0825"
"9884","LRRC37A"
"81606","LBH"
"10233","LRRC23"
"11254","SLC6A14"
"1176","AP3S1"
"119764","OR4X2"
"1388","ATF6B"
"647589","ANHX"
"51056","LAP3"
"140880","CST11"
"3422","IDI1"
"26580","BSCL2"
"727764","MAFIP"
"873","CBR1"
"5320","PLA2G2A"
"1769","DNAH8"
"2766","GMPR"
"6613","SUMO2"
"9866","TRIM66"
"2021","ENDOG"
"6372","CXCL6"
"79898","ZNF613"
"26290","GALNT8"
"1112","FOXN3"
"9443","MED7"
"64122","FN3K"
"11275","KLHL2"
"27063","ANKRD1"
"7652","ZNF99"
"124912","SPACA3"
"2976","GTF3C2"
"9778","KIAA0232"
"414328","IDNK"
"347516","DGAT2L6"
"10520","ZNF211"
"2834","PRLHR"
"57587","CFAP97"
"84263","HSDL2"
"54793","KCTD9"
"6749","SSRP1"
"1469","CST1"
"147968","CAPN12"
"94239","H2AFV"
"8722","CTSF"
"10225","CD96"
"81553","FAM49A"
"3055","HCK"
"57514","ARHGAP31"
"79943","ZNF696"
"57554","LRRC7"
"134829","CLVS2"
"10439","OLFM1"
"441459","ANKRD18B"
"137492","VPS37A"
"58538","MPP4"
"286410","ATP11C"
"30008","EFEMP2"
"58986","TMEM8A"
"440804","RIMBP3B"
"1446","CSN1S1"
"285386","TPRG1"
"161394","SAMD15"
"343450","KCNT2"
"122876","GPHB5"
"221468","TMEM217"
"56139","PCDHA10"
"34","ACADM"
"55240","STEAP3"
"10566","AKAP3"
"55362","TMEM63B"
"25909","AHCTF1"
"6196","RPS6KA2"
"54830","NUP62CL"
"11148","HHLA2"
"387357","THEMIS"
"283578","TMED8"
"83955","NACAP1"
"7169","TPM2"
"7813","EVI5"
"269","AMHR2"
"9379","NRXN2"
"56995","TULP4"
"339541","C1orf228"
"84217","ZMYND12"
"7784","ZP3"
"81789","TIGD6"
"57574","MARCH4"
"26099","SZRD1"
"9493","KIF23"
"4093","SMAD9"
"57530","CGN"
"9782","MATR3"
"199786","FAM129C"
"79671","NLRX1"
"64223","MLST8"
"57231","SNX14"
"5328","PLAU"
"122706","PSMB11"
"7378","UPP1"
"23386","NUDCD3"
"284076","TTLL6"
"147463","ANKRD29"
"4617","MYF5"
"135152","B3GAT2"
"56112","PCDHGA3"
"139818","DOCK11"
"4620","MYH2"
"23036","ZNF292"
"8608","RDH16"
"4123","MAN2C1"
"166647","ADGRA3"
"685","BTC"
"114785","MBD6"
"10899","JTB"
"94027","CGB7"
"9622","KLK4"
"9097","USP14"
"84516","DCTN5"
"1327","COX4I1"
"70","ACTC1"
"6352","CCL5"
"4594","MUT"
"1470","CST2"
"219899","TBCEL"
"389549","FEZF1"
"4005","LMO2"
"100008589","RNA28SN5"
"8667","EIF3H"
"10001","MED6"
"393046","OR2A5"
"8001","GLRA3"
"90007","MIDN"
"131177","FAM3D"
"80781","COL18A1"
"29882","ANAPC2"
"441581","FRG2B"
"171568","POLR3H"
"6568","SLC17A1"
"3798","KIF5A"
"1178","CLC"
"84417","C2orf40"
"84181","CHD6"
"7293","TNFRSF4"
"54475","NLE1"
"51025","PAM16"
"54811","ZNF562"
"245910","DEFB107A"
"1000","CDH2"
"84337","ELOF1"
"337985","KRTAP20-3"
"4133","MAP2"
"619279","ZNF704"
"140461","ASB8"
"55167","MSL2"
"55038","CDCA4"
"6426","SRSF1"
"200523","TEX37"
"150290","DUSP18"
"10567","RABAC1"
"9240","PNMA1"
"6328","SCN3A"
"84881","RPUSD4"
"55163","PNPO"
"280636","SELENOH"
"5149","PDE6H"
"147199","SCGB1C1"
"26825","RNU6-50P"
"54496","PRMT7"
"11319","ECD"
"120071","LARGE2"
"2814","GP5"
"51666","ASB4"
"1145","CHRNE"
"28976","ACAD9"
"5623","PSPN"
"10241","CALCOCO2"
"54492","NEURL1B"
"724102","SNHG4"
"9245","GCNT3"
"5784","PTPN14"
"5592","PRKG1"
"730005","SEC14L6"
"23082","PPRC1"
"220972","MARCH8"
"286676","ILDR1"
"7412","VCAM1"
"4899","NRF1"
"144568","A2ML1"
"221472","FGD2"
"80264","ZNF430"
"6935","ZEB1"
"91687","CENPL"
"163033","ZNF579"
"133558","MROH2B"
"64787","EPS8L2"
"201626","PDE12"
"143872","ARHGAP42"
"10094","ARPC3"
"85403","EAF1"
"23657","SLC7A11"
"151354","FAM84A"
"121214","SDR9C7"
"79086","SMIM7"
"8775","NAPA"
"64072","CDH23"
"56097","PCDHGC5"
"10450","PPIE"
"151056","PLB1"
"283337","ZNF740"
"219479","OR5R1"
"283897","C16orf54"
"65997","RASL11B"
"7174","TPP2"
"344805","TMPRSS7"
"399474","TMEM200B"
"729402","RPL21P16"
"1438","CSF2RA"
"3034","HAL"
"150000","ABCC13"
"90141","EFCAB11"
"93627","TBCK"
"257415","FAM133B"
"7137","TNNI3"
"1591","CYP24A1"
"53820","RIPPLY3"
"728378","POTEF"
"6556","SLC11A1"
"124535","HSF5"
"57113","TRPC7"
"7125","TNNC2"
"80143","SIKE1"
"9154","SLC28A1"
"8322","FZD4"
"7106","TSPAN4"
"384","ARG2"
"124411","ZNF720"
"6301","SARS"
"3026","HABP2"
"2358","FPR2"
"5551","PRF1"
"826","CAPNS1"
"51764","GNG13"
"5768","QSOX1"
"9627","SNCAIP"
"124540","MSI2"
"256369","CCDC197"
"140890","SREK1"
"8522","GAS7"
"9497","SLC4A7"
"3902","LAG3"
"203611","CDY2B"
"10322","SMYD5"
"26122","EPC2"
"23471","TRAM1"
"3449","IFNA16"
"90231","KIAA2013"
"11343","MGLL"
"5691","PSMB3"
"5519","PPP2R1B"
"7091","TLE4"
"138009","DCAF4L2"
"372","ARCN1"
"23568","ARL2BP"
"440097","DBX2"
"168433","RNF133"
"60560","NAA35"
"285343","TCAIM"
"10550","ARL6IP5"
"245806","VGLL2"
"221749","PXDC1"
"114659","LRRC37B"
"116983","ACAP3"
"119395","CALHM3"
"11142","PKIG"
"55773","TBC1D23"
"7547","ZIC3"
"340745","LRIT2"
"440051","KRTAP5-11"
"51182","HSPA14"
"7311","UBA52"
"308","ANXA5"
"84266","ALKBH7"
"8879","SGPL1"
"84988","PPP1R16A"
"6944","VPS72"
"3795","KHK"
"468","ATF4"
"5001","ORC5"
"51302","CYP39A1"
"158399","ZNF483"
"326","AIRE"
"7111","TMOD1"
"55680","RUFY2"
"150726","FBXO41"
"441250","TYW1B"
"201229","LYRM9"
"11128","POLR3A"
"3662","IRF4"
"1676","DFFA"
"159013","CXorf38"
"4681","NBL1"
"11260","XPOT"
"341208","HEPHL1"
"23201","FAM168A"
"5606","MAP2K3"
"64924","SLC30A5"
"390157","OR8K1"
"6878","TAF6"
"2327","FMO2"
"55151","TMEM38B"
"8666","EIF3G"
"55869","HDAC8"
"55733","HHAT"
"353324","SPATA12"
"7042","TGFB2"
"63932","CXorf56"
"90507","SCRN2"
"57615","ZNF492"
"168620","BHLHA15"
"79800","CARF"
"54868","TMEM104"
"574040","SNORA6"
"285671","RNF180"
"27232","GNMT"
"2131","EXT1"
"84679","SLC9A7"
"4292","MLH1"
"1644","DDC"
"5529","PPP2R5E"
"617","BCS1L"
"54798","DCHS2"
"168850","ZNF800"
"7273","TTN"
"219464","OR5T2"
"1447","CSN2"
"22974","TPX2"
"64219","PJA1"
"3225","HOXC9"
"1486","CTBS"
"8419","BFSP2"
"9961","MVP"
"331","XIAP"
"139212","PIH1D3"
"57594","HOMEZ"
"63926","ANKEF1"
"55778","ZNF839"
"55016","MARCH1"
"8547","FCN3"
"160428","ALDH1L2"
"115992","RNF166"
"643253","CCT6P1"
"10409","BASP1"
"337876","CHSY3"
"65991","FUNDC2"
"253512","SLC25A30"
"51306","FAM13B"
"55860","ACTR10"
"84923","FAM104A"
"8878","SQSTM1"
"5008","OSM"
"3433","IFIT2"
"375513","GUSBP4"
"442227","EEF1B2P5"
"55224","ETNK2"
"842","CASP9"
"5144","PDE4D"
"146754","DNAH2"
"51633","OTUD6B"
"196477","CCER1"
"79768","KATNBL1"
"113763","ZBED6CL"
"84236","RHBDD1"
"8826","IQGAP1"
"123096","SLC25A29"
"2996","GYPE"
"148870","CCDC27"
"7762","ZNF215"
"11112","HIBADH"
"126364","LRRC25"
"5351","PLOD1"
"84287","ZDHHC16"
"79650","USB1"
"51117","COQ4"
"7038","TG"
"54865","GPATCH4"
"440699","LRRC52"
"144406","WDR66"
"3605","IL17A"
"121268","RHEBL1"
"9536","PTGES"
"117166","WFIKKN1"
"10607","TBL3"
"7168","TPM1"
"55312","RFK"
"7545","ZIC1"
"11147","HHLA3"
"314","AOC2"
"7857","SCG2"
"6571","SLC18A2"
"729","C6"
"262","AMD1"
"7468","NSD2"
"6850","SYK"
"54675","CRLS1"
"1385","CREB1"
"3883","KRT33A"
"6307","MSMO1"
"5150","PDE7A"
"28971","AAMDC"
"55582","KIF27"
"26953","RANBP6"
"79682","CENPU"
"359787","DPPA3"
"23520","ANP32C"
"23064","SETX"
"56963","RGMA"
"2527","FUT5"
"6975","TECTB"
"55026","TMEM255A"
"1725","DHPS"
"54205","CYCS"
"8479","HIRIP3"
"5563","PRKAA2"
"51596","CUTA"
"2967","GTF2H3"
"55614","KIF16B"
"374655","ZNF710"
"51654","CDK5RAP1"
"4324","MMP15"
"151507","MSL3P1"
"84313","VPS25"
"25960","ADGRA2"
"4163","MCC"
"766","CA7"
"8723","SNX4"
"123264","SLC51B"
"1349","COX7B"
"3691","ITGB4"
"9400","RECQL5"
"51343","FZR1"
"10365","KLF2"
"677840","SNORA71D"
"6337","SCNN1A"
"56128","PCDHB8"
"342933","ZSCAN5B"
"285855","RPL7L1"
"341333","HNRNPA1P70"
"114787","GPRIN1"
"414927","MGC34796"
"8787","RGS9"
"51062","ATL1"
"55133","SRBD1"
"161291","TMEM30B"
"85459","CEP295"
"2068","ERCC2"
"2662","GDF10"
"29106","SCG3"
"151449","GDF7"
"2016","EMX1"
"54873","PALMD"
"10884","MRPS30"
"29960","MRM2"
"26036","ZNF451"
"112858","TP53RK"
"57732","ZFYVE28"
"257407","C2orf72"
"5290","PIK3CA"
"152006","RNF38"
"7597","ZBTB25"
"23200","ATP11B"
"147407","SLC25A52"
"284996","RNF149"
"26539","OR10H1"
"6036","RNASE2"
"11161","ERG28"
"84174","SLA2"
"100033433","SNORD116-22"
"9986","RCE1"
"57117","INTS12"
"8477","GPR65"
"10165","SLC25A13"
"9330","GTF3C3"
"8424","BBOX1"
"79719","AAGAB"
"705","BYSL"
"3018","HIST1H2BB"
"58528","RRAGD"
"26548","ITGB1BP2"
"84681","HINT2"
"23452","ANGPTL2"
"643","CXCR5"
"5817","PVR"
"7299","TYR"
"84335","AKT1S1"
"1586","CYP17A1"
"89857","KLHL6"
"8740","TNFSF14"
"160777","CCDC60"
"8689","KRT36"
"3707","ITPKB"
"26259","FBXW8"
"135886","TMEM270"
"157855","KCNU1"
"1967","EIF2B1"
"135114","HINT3"
"155368","METTL27"
"5599","MAPK8"
"64184","EDDM3B"
"139628","FOXR2"
"6814","STXBP3"
"389075","RESP18"
"147015","DHRS13"
"4316","MMP7"
"219854","TMEM218"
"25825","BACE2"
"158830","CXorf65"
"100423062","IGLL5"
"139425","DCAF8L1"
"10298","PAK4"
"51334","PRR16"
"60625","DHX35"
"23325","WASHC4"
"4438","MSH4"
"643236","TMEM72"
"29058","TMEM230"
"57050","UTP3"
"23315","SLC9A8"
"126014","OSCAR"
"246126","TXLNGY"
"137964","GPAT4"
"3937","LCP2"
"440503","PLIN5"
"10351","ABCA8"
"374977","MROH7"
"80833","APOL3"
"346606","MOGAT3"
"79707","NOL9"
"55138","FAM90A1"
"55423","SIRPG"
"57542","KLHL42"
"7031","TFF1"
"54922","RASIP1"
"84902","CEP89"
"112885","PHF21B"
"51377","UCHL5"
"79729","SH3D21"
"56124","PCDHB12"
"79596","RNF219"
"90780","PYGO2"
"388730","TMEM81"
"57091","CASS4"
"84186","ZCCHC7"
"56731","SLC2A4RG"
"55125","CEP192"
"2627","GATA6"
"5587","PRKD1"
"164633","CABP7"
"3741","KCNA5"
"5826","ABCD4"
"140775","SMCR8"
"7804","LRP8"
"10394","PRG3"
"29101","SSU72"
"57464","STRIP2"
"5326","PLAGL2"
"8456","FOXN1"
"55008","HERC6"
"84833","USMG5"
"196743","PAOX"
"148022","TICAM1"
"79444","BIRC7"
"84904","ARHGEF39"
"58503","OPRPN"
"1633","DCK"
"135458","HUS1B"
"732","C8B"
"6237","RRAS"
"2712","GK2"
"151636","DTX3L"
"26097","CHTOP"
"6576","SLC25A1"
"167465","ZNF366"
"2555","GABRA2"
"403284","OR6C68"
"170572","HTR3C"
"221184","CPNE2"
"6157","RPL27A"
"7098","TLR3"
"286151","FBXO43"
"8544","PIR"
"84464","SLX4"
"442425","FOXB2"
"10640","EXOC5"
"200030","NBPF11"
"5566","PRKACA"
"16","AARS"
"10081","PDCD7"
"56898","BDH2"
"220869","CBWD5"
"65988","ZNF747"
"10005","ACOT8"
"126375","ZNF792"
"55454","CSGALNACT2"
"84898","PLXDC2"
"285331","CCDC66"
"23398","PPWD1"
"3484","IGFBP1"
"150084","IGSF5"
"8038","ADAM12"
"140691","TRIM69"
"859","CAV3"
"7287","TULP1"
