"SYMBOL","ENTREZID"
"LOC440524",NA
"LOC440525",NA
"LOC440526",NA
"LOC440534",NA
"LOC440536",NA
"LOC440537",NA
"LOC440538",NA
"LOC440539",NA
"LOC440542",NA
"LOC440543",NA
"LOC440545",NA
"LOC440546",NA
"LOC440547",NA
"LOC440548",NA
"LOC440549",NA
"LOC440550",NA
"LOC440551",NA
"LOC440552",NA
"LOC440554",NA
"LOC440555",NA
"LOC440557",NA
"LOC440559",NA
"LOC440562",NA
"LOC440563",NA
"LOC440564",NA
"LOC440565",NA
"LOC440566",NA
"LOC440567",NA
"LOC440568","440568"
"LOC440569",NA
"LOC440572",NA
"LOC440573",NA
"LOC440575",NA
"LOC440576",NA
"LOC440577",NA
"LOC440578",NA
"LOC440579",NA
"LOC440581",NA
"LOC440582",NA
"LOC440583",NA
"LOC440585",NA
"LOC440586",NA
"LOC440587",NA
"LOC440588",NA
"LOC440589",NA
"LOC440591",NA
"LOC440592",NA
"LOC440595",NA
"LOC440596",NA
"LOC440597",NA
"LOC440598",NA
"LOC440599",NA
"LOC440601",NA
"LOC440604",NA
"LOC440605",NA
"LOC440606",NA
"LOC440609",NA
"LOC440666",NA
"LOC440667",NA
"LOC440668",NA
"LOC440669",NA
"LOC440674",NA
"LOC440676",NA
"LOC440677",NA
"LOC440678",NA
"LOC440679",NA
"LOC440680",NA
"LOC440682",NA
"LOC440683",NA
"LOC440685",NA
"LOC440687",NA
"LOC440688",NA
"LOC440691",NA
"LOC440692",NA
"LOC440698",NA
"LOC440701",NA
"LOC440702",NA
"LOC440703",NA
"LOC440705",NA
"LOC440706",NA
"LOC440707",NA
"LOC440708",NA
"LOC440709",NA
"LOC440710",NA
"LOC440711",NA
"LOC440713",NA
"LOC440715",NA
"LOC440717",NA
"LOC440719",NA
"LOC440720",NA
"LOC440721",NA
"LOC440722",NA
"LOC440723",NA
"LOC440724",NA
"LOC440725",NA
"LOC440726",NA
"LOC440728",NA
"LOC440729",NA
"LOC440731",NA
"LOC440732",NA
"LOC440733",NA
"LOC440734",NA
"LOC440737",NA
"LOC440739",NA
"LOC440740",NA
"LOC440741",NA
"LOC440745",NA
"LOC440746",NA
"LOC440747",NA
"LOC440748",NA
"LOC440750",NA
"LOC440751",NA
"LOC440752",NA
"LOC440753",NA
"LOC440755",NA
"LOC440759",NA
"LOC440760",NA
"LOC440761",NA
"LOC440763",NA
"LOC440765",NA
"LOC440767",NA
"LOC440768",NA
"LOC440770",NA
"LOC440771",NA
"LOC440772",NA
"LOC440773",NA
"LOC440774",NA
"LOC440776",NA
"LOC440778",NA
"LOC440780",NA
"LOC440781",NA
"LOC440782",NA
"LOC440783",NA
"LOC440784",NA
"LOC440785",NA
"LOC440786","440786"
"LOC440788",NA
"LOC440789",NA
"LOC440790",NA
"LOC440791",NA
"LOC440793",NA
"LOC440794",NA
"LOC440795",NA
"LOC440797",NA
"LOC440799",NA
"LOC440800",NA
"LOC440801",NA
"LOC440803",NA
"LOC440804",NA
"LOC440805",NA
"LOC440806",NA
"LOC440815",NA
"LOC440818",NA
"LOC440819",NA
"LOC440820",NA
"LOC440821",NA
"LOC440825",NA
"LOC440826",NA
"LOC440827",NA
"LOC440828",NA
"LOC440829",NA
"LOC440833",NA
"LOC440834",NA
"LOC440835",NA
"LOC440837",NA
"LOC440838",NA
"LOC440840",NA
"LOC440841",NA
"LOC440842",NA
"LOC440843",NA
"LOC440844",NA
"LOC440845",NA
"LOC440846",NA
"LOC440847",NA
"LOC440848",NA
"LOC440849",NA
"LOC440850",NA
"LOC440851",NA
"LOC440852",NA
"LOC440853",NA
"LOC440855",NA
"LOC440856",NA
"LOC440857",NA
"LOC440858",NA
"LOC440859",NA
"LOC440860",NA
"LOC440863",NA
"LOC440866",NA
"LOC440868",NA
"LOC440869",NA
"LOC440870",NA
"LOC440871",NA
"LOC440873",NA
"LOC440885",NA
"LOC440886",NA
"LOC440889",NA
"LOC440890",NA
"LOC440891",NA
"LOC440892",NA
"LOC440895","440895"
"LOC440897",NA
"LOC440899",NA
"LOC440900",NA
"LOC440901",NA
"LOC440909",NA
"LOC440910","440910"
"LOC440911",NA
"LOC440916",NA
"LOC440917",NA
"LOC440918",NA
"LOC440919",NA
"LOC440921",NA
"LOC440923",NA
"LOC440926",NA
"LOC440927",NA
"LOC440928",NA
"LOC440930",NA
"LOC440931",NA
"LOC440932",NA
"LOC440933",NA
"LOC440935",NA
"LOC440936",NA
"LOC440937",NA
"LOC440938",NA
"LOC440939",NA
"LOC440940",NA
"LOC440941",NA
"LOC440942",NA
"LOC440943",NA
"LOC440946",NA
"LOC440947",NA
"LOC440949",NA
"LOC440951",NA
"LOC440954",NA
"LOC440956",NA
"LOC440958",NA
"LOC440959",NA
"LOC440960",NA
"LOC440962",NA
"LOC440964",NA
"LOC440965",NA
"LOC440966",NA
"LOC440967",NA
"LOC440968",NA
"LOC440971",NA
"LOC440972",NA
"LOC440973","440973"
"LOC440974",NA
"LOC440975",NA
"LOC440976",NA
"LOC440977",NA
"LOC440978",NA
"LOC440979",NA
"LOC440981",NA
"LOC440982","440982"
"LOC440984",NA
"LOC440985",NA
"LOC440986",NA
"LOC440988",NA
"LOC440990",NA
"LOC440991",NA
"LOC440992",NA
"LOC440995",NA
"LOC440996",NA
"LOC440997",NA
"LOC440998",NA
"LOC440999",NA
"LOC441000",NA
"LOC441001",NA
"LOC441002",NA
"LOC441004",NA
"LOC441005",NA
"LOC441006",NA
"LOC441007",NA
"LOC441008",NA
"LOC441009",NA
"LOC441010",NA
"LOC441012",NA
"LOC441013",NA
"LOC441014",NA
"LOC441015",NA
"LOC441016",NA
"LOC441017",NA
"LOC441018",NA
"LOC441019",NA
"LOC441020",NA
"LOC441023",NA
"LOC441027",NA
"LOC441028",NA
"LOC441030",NA
"LOC441031",NA
"LOC441032",NA
"LOC441033",NA
"LOC441036",NA
"LOC441037",NA
"LOC441038",NA
"LOC441039",NA
"LOC441040",NA
"LOC441041",NA
"LOC441042",NA
"LOC441043",NA
"LOC441044",NA
"LOC441045",NA
"LOC441047",NA
"LOC441048",NA
"LOC441050",NA
"LOC441052","441052"
"LOC441053",NA
"LOC441054",NA
"LOC441055",NA
"LOC441056",NA
"LOC441059",NA
"LOC441060",NA
"LOC441061",NA
"LOC441062",NA
"LOC441063",NA
"LOC441065",NA
"LOC441066",NA
"LOC441068",NA
"LOC441069",NA
"LOC441071",NA
"LOC441073",NA
"LOC441074",NA
"LOC441075",NA
"LOC441076",NA
"LOC441077",NA
"LOC441078",NA
"LOC441079",NA
"LOC441080",NA
"LOC441081","441081"
"LOC441082",NA
"LOC441083",NA
"LOC441084",NA
"LOC441085",NA
"LOC441088",NA
"LOC441092",NA
"LOC441093",NA
"LOC441095",NA
"LOC441097",NA
"LOC441098","441098"
"LOC441099",NA
"LOC441100",NA
"LOC441103",NA
"LOC441104",NA
"LOC441105",NA
"LOC441106",NA
"LOC441107",NA
"LOC441109",NA
"LOC441110",NA
"LOC441111",NA
"LOC441112",NA
"LOC441113",NA
"LOC441114",NA
"LOC441115",NA
"LOC441117",NA
"LOC441119",NA
"LOC441121",NA
"LOC441122",NA
"LOC441124",NA
"LOC441125",NA
"LOC441126",NA
"LOC441127",NA
"LOC441128",NA
"LOC441129",NA
"LOC441130",NA
"LOC441133",NA
"LOC441134",NA
"LOC441135",NA
"LOC441137",NA
"LOC441138",NA
"LOC441139",NA
"LOC441141",NA
"LOC441146",NA
"LOC441147",NA
"LOC441148",NA
"LOC441149",NA
"LOC441153",NA
"LOC441154",NA
"LOC441155","441155"
"LOC441157",NA
"LOC441158",NA
"LOC441161",NA
"LOC441162",NA
"LOC441163",NA
"LOC441164",NA
"LOC441165",NA
"LOC441166",NA
"LOC441167",NA
"LOC441169",NA
"LOC441174",NA
"LOC441175",NA
"LOC441178",NA
"LOC441180",NA
"LOC441181",NA
"LOC441182",NA
"LOC441183",NA
"LOC441184",NA
"LOC441185",NA
"LOC441186",NA
"LOC441187",NA
"LOC441188",NA
"LOC441189",NA
"LOC441190",NA
"LOC441192",NA
"LOC441195",NA
"LOC441196",NA
"LOC441197",NA
"LOC441198",NA
"LOC441199",NA
"LOC441200",NA
"LOC441203",NA
"LOC441204","441204"
"LOC441205",NA
"LOC441206",NA
"LOC441207",NA
"LOC441209",NA
"LOC441211",NA
"LOC441213",NA
"LOC441214",NA
"LOC441215",NA
"LOC441221",NA
"LOC441222",NA
"LOC441224",NA
"LOC441227",NA
"LOC441230",NA
"LOC441231",NA
"LOC441232",NA
"LOC441235",NA
"LOC441236",NA
"LOC441237",NA
"LOC441240",NA
"LOC441241","441241"
"LOC441243",NA
"LOC441244",NA
"LOC441246",NA
"LOC441247",NA
"LOC441248",NA
"LOC441249",NA
"LOC441251",NA
"LOC441254",NA
"LOC441255",NA
"LOC441256",NA
"LOC441257",NA
"LOC441258",NA
"LOC441260",NA
"LOC441261",NA
"LOC441264",NA
"LOC441265",NA
"LOC441267",NA
"LOC441269",NA
"LOC441274",NA
"LOC441275",NA
"LOC441276",NA
"LOC441277",NA
"LOC441279",NA
"LOC441280",NA
"LOC441281",NA
"LOC441282",NA
"LOC441283",NA
"LOC441284",NA
"LOC441296",NA
"LOC441297",NA
"LOC441299",NA
"LOC441300",NA
"LOC441301",NA
"LOC441303",NA
"LOC441304",NA
"LOC441305",NA
"LOC441306",NA
"LOC441309",NA
"LOC441311",NA
"LOC441312",NA
"LOC441314",NA
"LOC441316",NA
"LOC441318",NA
"LOC441319",NA
"LOC441320","441320"
"LOC441321",NA
"LOC441322",NA
"LOC441323",NA
"LOC441325",NA
"LOC441326",NA
"LOC441329",NA
"LOC441333",NA
"LOC441334",NA
"LOC441335",NA
"LOC441336",NA
"LOC441337",NA
"LOC441339",NA
"LOC441340",NA
"LOC441341",NA
"LOC441343",NA
"LOC441344",NA
"LOC441345",NA
"LOC441346",NA
"LOC441347",NA
"LOC441348",NA
"LOC441349",NA
"LOC441351",NA
"LOC441352",NA
"LOC441353",NA
"LOC441354",NA
"LOC441356",NA
"LOC441364",NA
"LOC441365",NA
"LOC441367",NA
"LOC441370",NA
"LOC441371",NA
"LOC441372",NA
"LOC441375",NA
"LOC441376",NA
"LOC441377",NA
"LOC441378",NA
"LOC441379",NA
"LOC441380",NA
"LOC441382",NA
"LOC441385",NA
"LOC441388",NA
"LOC441392",NA
"LOC441393",NA
"LOC441395",NA
"LOC441399",NA
"LOC441401",NA
"LOC441402",NA
"LOC441404",NA
"LOC441405",NA
"LOC441408",NA
"LOC441410",NA
"LOC441413",NA
"LOC441417",NA
"LOC441423",NA
"LOC441428",NA
"LOC441429",NA
"LOC441433",NA
"LOC441434",NA
"LOC441435",NA
"LOC441436",NA
"LOC441442",NA
"LOC441443",NA
"LOC441444",NA
"LOC441447",NA
"LOC441448",NA
"LOC441449",NA
"LOC441450",NA
"LOC441454","441454"
"LOC441455","441455"
"LOC441456",NA
"LOC441458",NA
"LOC441460",NA
"LOC441461",NA
"LOC441462",NA
"LOC441463",NA
"LOC441464",NA
"LOC441465",NA
"LOC441467",NA
"LOC441468",NA
"LOC441469",NA
"LOC441470",NA
"LOC441473",NA
"LOC441474",NA
"LOC441475",NA
"LOC441477",NA
"LOC441481",NA
"LOC441483",NA
"LOC441485",NA
"LOC441486",NA
"LOC441488","441488"
"LOC441490",NA
"LOC441493",NA
"LOC441494",NA
"LOC441495",NA
"LOC441496",NA
"LOC441497",NA
"LOC441498",NA
"LOC441499",NA
"LOC441500",NA
"LOC441503",NA
"LOC441504",NA
"LOC441506",NA
"LOC441507",NA
"LOC441510",NA
"LOC441511","441511"
"LOC441512",NA
"LOC441513",NA
"LOC441515",NA
"LOC441518",NA
"LOC441526",NA
"LOC441528",NA
"LOC441529",NA
"LOC441533",NA
"LOC441534",NA
"LOC441536",NA
"LOC441537",NA
"LOC441538",NA
"LOC441539",NA
"LOC441540",NA
"LOC441542",NA
"LOC441544",NA
"LOC441546",NA
"LOC441547",NA
"LOC441551",NA
"LOC441552",NA
"LOC441553",NA
"LOC441555",NA
"LOC441556",NA
"LOC441559",NA
"LOC441560",NA
"LOC441561",NA
"LOC441566",NA
"LOC441567",NA
"LOC441568",NA
"LOC441569",NA
"LOC441570",NA
"LOC441574",NA
"LOC441576",NA
"LOC441577",NA
"LOC441578",NA
"LOC441579",NA
"LOC441580",NA
"LOC441582",NA
"LOC441584",NA
"LOC441591",NA
"LOC441593",NA
"LOC441597",NA
"LOC441598",NA
"LOC441599",NA
"LOC441604",NA
"LOC441610",NA
"LOC441612",NA
"LOC441614",NA
"LOC441615",NA
"LOC441616",NA
"LOC441617",NA
"LOC441618",NA
"LOC441619",NA
"LOC441620",NA
"LOC441621",NA
"LOC441622",NA
"LOC441624",NA
"LOC441626",NA
"LOC441627",NA
"LOC441629",NA
"LOC441630",NA
"LOC441632",NA
"LOC441634",NA
"LOC441641",NA
"LOC441643",NA
"LOC441646",NA
"LOC441647",NA
"LOC441648",NA
"LOC441650",NA
"LOC441651",NA
"LOC441652",NA
"LOC441653",NA
"LOC441655",NA
"LOC441657",NA
"LOC441663",NA
"LOC441665",NA
"LOC441666","441666"
"LOC441667",NA
"LOC441668",NA
"LOC441672",NA
"LOC441681",NA
"LOC441682",NA
"LOC441686",NA
"LOC441687",NA
"LOC441689",NA
"LOC441696",NA
"LOC441697",NA
"LOC441698",NA
"LOC441699",NA
"LOC441700",NA
"LOC441706",NA
"LOC441707",NA
"LOC441708",NA
"LOC441709",NA
"LOC441710",NA
"LOC441712",NA
"LOC441713",NA
"LOC441715",NA
"LOC441721",NA
"LOC441722","441722"
"LOC441726",NA
"LOC441727",NA
"LOC441728","441728"
"LOC441731",NA
"LOC441732",NA
"LOC441734",NA
"LOC441735",NA
"LOC441736",NA
"LOC441737",NA
"LOC441738",NA
"LOC441740",NA
"LOC441742",NA
"LOC441743",NA
"LOC441744",NA
"LOC441745",NA
"LOC441748",NA
"LOC441749",NA
"LOC441751",NA
"LOC441752",NA
"LOC441753",NA
"LOC441754",NA
"LOC441755",NA
"LOC441756",NA
"LOC441758",NA
"LOC441759",NA
"LOC441760",NA
"LOC441761",NA
"LOC441766",NA
"LOC441769",NA
"LOC441770",NA
"LOC441771",NA
"LOC441773",NA
"LOC441776",NA
"LOC441777",NA
"LOC441778",NA
"LOC441779",NA
"LOC441781",NA
"LOC441782",NA
"LOC441786",NA
"LOC441787",NA
"LOC441789",NA
"LOC441790",NA
"LOC441792",NA
"LOC441793",NA
"LOC441795",NA
"LOC441797",NA
"LOC441798",NA
"LOC441799",NA
"LOC441800",NA
"LOC441801",NA
"LOC441802",NA
"LOC441803",NA
"LOC441804",NA
"LOC441805",NA
"LOC441806","441806"
"LOC441809",NA
"LOC441812",NA
"LOC441813",NA
"LOC441815",NA
"LOC441816",NA
"LOC441817",NA
"LOC441819",NA
"LOC441821",NA
"LOC441824",NA
"LOC441825",NA
"LOC441826",NA
"LOC441827",NA
"LOC441828",NA
"LOC441829",NA
"LOC441830",NA
"LOC441831",NA
"LOC441832",NA
"LOC441833",NA
"LOC441834",NA
"LOC441836",NA
"LOC441837",NA
"LOC441839",NA
"LOC441840",NA
"LOC441841",NA
"LOC441842",NA
"LOC441843",NA
"LOC441845",NA
"LOC441847",NA
"LOC441848",NA
"LOC441849",NA
"LOC441850",NA
"LOC441851",NA
"LOC441853",NA
"LOC441859",NA
"LOC441860",NA
"LOC441861",NA
"LOC441864",NA
"LOC441866",NA
"LOC441867",NA
"LOC441868",NA
"LOC441869",NA
"LOC441870",NA
"LOC441872",NA
"LOC441873",NA
"LOC441874",NA
"LOC441875",NA
"LOC441876",NA
"LOC441877",NA
"LOC441879",NA
"LOC441883",NA
"LOC441884",NA
"LOC441885",NA
"LOC441886",NA
"LOC441888",NA
"LOC441894",NA
"LOC441896",NA
"LOC441897",NA
"LOC441898",NA
"LOC441899",NA
"LOC441900",NA
"LOC441902",NA
"LOC441905",NA
"LOC441906",NA
"LOC441907","441907"
"LOC441908",NA
"LOC441909",NA
"LOC441912",NA
"LOC441915",NA
"LOC441916",NA
"LOC441920",NA
"LOC441921",NA
"LOC441922",NA
"LOC441925",NA
"LOC441927",NA
"LOC441928",NA
"LOC441929",NA
"LOC441930",NA
"LOC441931",NA
"LOC441937",NA
"LOC441941",NA
"LOC441952",NA
"LOC441953",NA
"LOC441955",NA
"LOC441959",NA
"LOC441964",NA
"LOC441968",NA
"LOC441969",NA
"LOC441971",NA
"LOC441972",NA
"LOC441991",NA
"LOC441992",NA
"LOC441993",NA
"LOC441994",NA
"LOC441995",NA
"LOC441997",NA
"LOC441998",NA
"LOC441999",NA
"LOC442001",NA
"LOC442002",NA
"LOC442003",NA
"LOC442004",NA
"LOC442007",NA
"LOC442008",NA
"LOC442009",NA
"LOC442011",NA
"LOC442012",NA
"LOC442015",NA
"LOC442016",NA
"LOC442017","442017"
"LOC442020",NA
"LOC442022",NA
"LOC442030",NA
"LOC442031",NA
"LOC442032",NA
"LOC442033",NA
"LOC442034",NA
"LOC442037",NA
"LOC442039",NA
"LOC442040",NA
"LOC442042","442042"
"LOC442043",NA
"LOC442044",NA
"LOC442045",NA
"LOC442046",NA
"LOC442047",NA
"LOC442049",NA
"LOC442050",NA
"LOC442053",NA
"LOC442057",NA
"LOC442058","442058"
"LOC442059",NA
"LOC442060",NA
"LOC442064","442064"
"LOC442065",NA
"LOC442069",NA
"LOC442070",NA
"LOC442072",NA
"LOC442073",NA
"LOC442074",NA
"LOC442075",NA
"LOC442081",NA
"LOC442084",NA
"LOC442091",NA
"LOC442093",NA
"LOC442096",NA
"LOC442099",NA
"LOC442100",NA
"LOC442102",NA
"LOC442108",NA
"LOC442111",NA
"LOC442115",NA
"LOC442119",NA
"LOC442120",NA
"LOC442121",NA
"LOC442123",NA
"LOC442124",NA
"LOC442125",NA
"LOC442126",NA
"LOC442127",NA
"LOC442129",NA
"LOC442130",NA
"LOC442132","442132"
"LOC442133",NA
"LOC442140",NA
"LOC442141",NA
"LOC442144",NA
"LOC442145",NA
"LOC442146",NA
"LOC442147",NA
"LOC442148",NA
"LOC442149",NA
"LOC442150",NA
"LOC442154",NA
"LOC442158",NA
"LOC442159",NA
"LOC442160",NA
"LOC442165",NA
"LOC442166",NA
"LOC442170",NA
"LOC442174",NA
"LOC442175",NA
"LOC442180",NA
"LOC442181",NA
"LOC442198",NA
"LOC442199",NA
"LOC442200",NA
"LOC442203",NA
"LOC442204",NA
"LOC442206",NA
"LOC442207",NA
"LOC442208",NA
"LOC442209",NA
"LOC442217",NA
"LOC442218",NA
"LOC442219",NA
"LOC442220",NA
"LOC442225","442225"
"LOC442226",NA
"LOC442227",NA
"LOC442228",NA
"LOC442230",NA
"LOC442232",NA
"LOC442243",NA
"LOC442244","442244"
"LOC442248",NA
"LOC442250",NA
"LOC442251",NA
"LOC442255",NA
"LOC442261",NA
"LOC442265",NA
"LOC442267",NA
"LOC442272","442272"
"LOC442273",NA
"LOC442274",NA
"LOC442275",NA
"LOC442276",NA
"LOC442277",NA
"LOC442278",NA
"LOC442279",NA
"LOC442280",NA
"LOC442281",NA
"LOC442282",NA
"LOC442285",NA
"LOC442286",NA
"LOC442289",NA
"LOC442293","442293"
"LOC442302",NA
"LOC442311",NA
"LOC442313",NA
"LOC442314",NA
"LOC442315",NA
"LOC442316",NA
"LOC442319",NA
"LOC442320",NA
"LOC442321",NA
"LOC442322",NA
"LOC442323",NA
"LOC442324",NA
"LOC442327",NA
"LOC442328",NA
"LOC442329",NA
"LOC442331",NA
"LOC442332",NA
"LOC442333",NA
"LOC442338",NA
"LOC442339",NA
"LOC442340",NA
"LOC442341",NA
"LOC442342",NA
"LOC442343",NA
"LOC442344",NA
"LOC442345",NA
"LOC442348",NA
"LOC442349",NA
"LOC442350",NA
"LOC442362",NA
"LOC442363",NA
"LOC442365",NA
"LOC442368",NA
"LOC442369",NA
"LOC442370",NA
"LOC442371",NA
"LOC442372",NA
"LOC442373",NA
"LOC442374",NA
"LOC442375",NA
"LOC442376",NA
"LOC442377",NA
"LOC442380",NA
"LOC442382","442382"
"LOC442385",NA
"LOC442386",NA
"LOC442387",NA
"LOC442388",NA
"LOC442389","442389"
"LOC442392",NA
"LOC442397",NA
"LOC442398",NA
"LOC442399",NA
"LOC442400",NA
"LOC442402",NA
"LOC442403",NA
"LOC442406",NA
"LOC442407",NA
"LOC442408",NA
"LOC442410",NA
"LOC442411",NA
"LOC442418",NA
"LOC442422",NA
"LOC442423",NA
"LOC442424",NA
"LOC442426",NA
"LOC442427","442427"
"LOC442428",NA
"LOC442429",NA
"LOC442430",NA
"LOC442431",NA
"LOC442432",NA
"LOC442434",NA
"LOC442435",NA
"LOC442436",NA
"LOC442437",NA
"LOC442439",NA
"LOC442440",NA
"LOC442441",NA
"LOC442442",NA
"LOC442447",NA
"LOC442449",NA
"LOC442450",NA
"LOC442451",NA
"LOC442452",NA
"LOC442456",NA
"LOC442461",NA
"LOC442464",NA
"LOC442465",NA
"LOC442466",NA
"LOC442467",NA
"LOC442469",NA
"LOC442470",NA
"LOC442472",NA
"LOC442474",NA
"LOC442475",NA
"LOC442476",NA
"LOC442477",NA
"LOC442478",NA
"LOC442480",NA
"LOC442481",NA
"LOC442483",NA
"LOC442491",NA
"LOC442492",NA
"LOC442494",NA
"LOC442495",NA
"LOC442496",NA
"LOC442497","442497"
"LOC442498",NA
"LOC442499",NA
"LOC442501",NA
"LOC442503",NA
"LOC442505",NA
"LOC442506",NA
"LOC442507",NA
"LOC442508",NA
"LOC442511",NA
"LOC442512",NA
"LOC442513",NA
"LOC442514",NA
"LOC442515",NA
"LOC442518",NA
"LOC442519",NA
"LOC442520",NA
"LOC442521",NA
"LOC442522",NA
"LOC442523",NA
"LOC442525",NA
"LOC442526",NA
"LOC442527",NA
"LOC442528",NA
"LOC442529",NA
"LOC442530",NA
"LOC442531",NA
"LOC442532",NA
"LOC442534",NA
"LOC442536",NA
"LOC442537",NA
"LOC442538",NA
"LOC442539",NA
"LOC442540",NA
"LOC442542",NA
"LOC442544",NA
"LOC442545",NA
"LOC442546",NA
"LOC442549",NA
"LOC442550",NA
"LOC442551",NA
"LOC442552",NA
"LOC442555",NA
"LOC442556",NA
"LOC442557",NA
"LOC442558",NA
"LOC442560",NA
"LOC442562",NA
"LOC442565",NA
"LOC442569",NA
"LOC442570",NA
"LOC442571",NA
"LOC442572",NA
"LOC442573",NA
"LOC442574",NA
"LOC442575",NA
"LOC442577",NA
"LOC442580",NA
"LOC442582",NA
"LOC442583",NA
"LOC442584",NA
"LOC442585",NA
"LOC442586",NA
"LOC442589",NA
"LOC442590",NA
"LOC442593",NA
"LOC442594",NA
"LOC442595",NA
"LOC442596",NA
"LOC442597",NA
"LOC442598",NA
"LOC442599",NA
"LOC442600",NA
"LOC442602",NA
"LOC442606",NA
"LOC442609",NA
"LOC442610",NA
"LOC442611",NA
"LOC442612",NA
"LOC442613",NA
"LOC442615",NA
"LOC442616",NA
"LOC442618",NA
"LOC442619",NA
"LOC442620",NA
"LOC442621",NA
"LOC442624",NA
"LOC442625",NA
"LOC442626",NA
"LOC442643",NA
"LOC442644",NA
"LOC442646",NA
"LOC442647",NA
"LOC442648",NA
"LOC442649",NA
"LOC442651",NA
"LOC442652",NA
"LOC442654",NA
"LOC442658",NA
"LOC442661",NA
"LOC442665",NA
"LOC442666",NA
"LOC442669",NA
"LOC442671",NA
"LOC442675",NA
"LOC442682",NA
"LOC442683",NA
"LOC442687",NA
"LOC442689",NA
"LOC442690",NA
"LOC442691",NA
"LOC442696",NA
"LOC442697",NA
"LOC442698",NA
"LOC442699",NA
"LOC442700",NA
"LOC442703",NA
"LOC442704",NA
"LOC442705",NA
"LOC442708",NA
"LOC442709",NA
"LOC442710",NA
"LOC442711",NA
"LOC442714",NA
"LOC442715",NA
"LOC442716",NA
"LOC442717",NA
"LOC442718",NA
"LOC442719",NA
"LOC442720",NA
"LOC442721",NA
"LOC442722",NA
"LOC442723",NA
"LOC442724",NA
"LOC442726",NA
"LOC442728",NA
"LOC442729",NA
"LOC442730",NA
"LOC442731",NA
"LOC442743",NA
"LOC442744",NA
"LOC442745",NA
"LOC442746",NA
"LOC442747",NA
"LOC442748",NA
"LOC442754",NA
"LOC442780",NA
"LOC493869",NA
"LOC494558",NA
"LOC51035",NA
"LOC51039",NA
"LOC51057",NA
"LOC51136",NA
"LOC51145","51145"
"LOC51149",NA
"LOC51152",NA
"LOC51190",NA
"LOC51233",NA
"LOC51252",NA
"LOC51255",NA
"LOC51315",NA
"LOC51333",NA
"LOC51334",NA
"LOC51336",NA
"LOC54103",NA
"LOC550631",NA
"LOC550643",NA
"LOC553137",NA
"LOC554202",NA
"LOC55565",NA
"LOC55864",NA
"LOC55908",NA
"LOC56251",NA
"LOC56755",NA
"LOC56756",NA
"LOC56757",NA
"LOC56854",NA
"LOC56901",NA
"LOC56902",NA
"LOC56930",NA
"LOC56964",NA
"LOC57146",NA
"LOC57149",NA
"LOC57228",NA
"LOC57399",NA
"LOC57400",NA
"LOC57802",NA
"LOC58486",NA
"LOC58489",NA
"LOC613037",NA
"LOC613212",NA
"LOC619208",NA
"LOC63920",NA
"LOC63928",NA
"LOC63929",NA
"LOC641365",NA
"LOC641518",NA
"LOC652968",NA
"LOC81558",NA
"LOC81691",NA
"LOC84661",NA
"LOC85389",NA
"LOC85390",NA
"LOC85391",NA
"LOC89944",NA
"LOC90110",NA
"LOC90113",NA
"LOC90120",NA
"LOC90246","90246"
"LOC90321",NA
"LOC90342",NA
"LOC90355",NA
"LOC90379",NA
"LOC90393",NA
"LOC90408",NA
"LOC90499",NA
"LOC90520",NA
"LOC90580",NA
"LOC90586",NA
"LOC90624",NA
"LOC90639",NA
"LOC90693",NA
"LOC90784",NA
"LOC90826",NA
"LOC90834",NA
"LOC90835",NA
"LOC90925",NA
"LOC91137",NA
"LOC91149",NA
"LOC91219",NA
"LOC91316",NA
"LOC91431",NA
"LOC91450","91450"
"LOC91461",NA
"LOC91548","91548"
"LOC91561",NA
"LOC91614",NA
"LOC91661",NA
"LOC91664",NA
"LOC91689",NA
"LOC91893",NA
"LOC91948",NA
"LOC92017",NA
"LOC92154",NA
"LOC92196",NA
"LOC92249",NA
"LOC92270",NA
"LOC92312",NA
"LOC92345",NA
"LOC92482",NA
"LOC92497",NA
"LOC92659",NA
"LOC92689",NA
"LOC92691",NA
"LOC92755",NA
"LOC92973",NA
"LOC93343",NA
"LOC93349",NA
"LOC93432",NA
"LOC93444",NA
"LOC93463","93463"
"LOC93622","93622"
"LOC94431",NA
"LOC96597",NA
"LOC96610",NA
"LOH11CR2A",NA
"LOH12CR1",NA
"LOH3CR2A",NA
"LONPL",NA
"LONRF1","91694"
"LONRF2","164832"
"LONRF3","79836"
"LOR","4014"
"LOX","4015"
"LOXHD1","125336"
"LOXL1","4016"
"LOXL2","4017"
"LOXL3","84695"
"LOXL4","84171"
"LPA","4018"
"LPAL2","80350"
"LPGAT1","9926"
"LPHN1",NA
"LPHN2",NA
"LPHN3",NA
"LPIN1","23175"
"LPIN2","9663"
"LPIN3","64900"
"LPL","4023"
"LPO","4025"
"LPP","4026"
"LPPR2",NA
"LPPR4",NA
"LPXN","9404"
"LR8",NA
"LRAP",NA
"LRAT","9227"
"LRBA","987"
"LRCH1","23143"
"LRCH2","57631"
"LRCH3","84859"
"LRCH4","4034"
"LRDD",NA
"LRFN1","57622"
"LRFN2","57497"
"LRFN3","79414"
"LRFN4","78999"
"LRFN5","145581"
"LRG1","116844"
"LRIG1","26018"
"LRIG2","9860"
"LRIG3","121227"
"LRMP","4033"
"LRP1","4035"
"LRP10","26020"
"LRP11","84918"
"LRP12","29967"
"LRP16",NA
"LRP1B","53353"
"LRP2","4036"
"LRP2BP","55805"
